payment_id,purchase_id,amount_paid
3450,8347,0.00
3451,8352,0.00
3452,8392,0.00
3453,8406,0.00
3454,8411,0.00
3455,8416,0.00
3456,8421,0.00
3457,8426,0.00
3458,8431,0.00
3459,8466,0.00
3460,8475,0.00
3461,8504,0.00
3462,8509,0.00
3463,8525,0.00
3464,8531,0.00
3465,8537,0.00
3466,8542,0.00
3467,8553,0.00
3468,8559,0.00
3469,8594,0.00
3470,8610,0.00
3471,8616,0.00
3472,8623,0.00
3473,8628,0.00
3474,8634,0.00
3475,8643,0.00
3476,8649,0.00
3477,8655,0.00
3478,8660,0.00
3479,8666,0.00
3480,8671,0.00
3481,8676,0.00
3482,8681,0.00
3483,8706,0.00
3484,8727,0.00
3485,8736,0.00
3486,8750,0.00
3487,8755,0.00
3488,8763,0.00
3489,8768,0.00
3490,8778,0.00
3491,8783,0.00
3492,8788,0.00
3493,8793,0.00
3494,8798,0.00
3495,8803,0.00
3496,8808,0.00
3497,8813,0.00
3498,8818,0.00
3499,8823,0.00
3500,8828,0.00
3501,8833,0.00
3502,8838,0.00
3503,8843,0.00
3504,8848,0.00
3505,8905,0.00
3506,8913,0.00
3507,8918,0.00
3508,8941,0.00
3509,8948,0.00
3510,8955,0.00
3511,8960,0.00
3512,8965,0.00
3513,8970,0.00
3514,8976,0.00
3515,8981,0.00
3516,9007,0.00
3517,9015,0.00
3518,9024,0.00
3519,9032,0.00
3520,9045,0.00
3521,9050,0.00
3522,9059,0.00
3523,9076,0.00
3524,9081,0.00
3525,9086,0.00
3526,9091,0.00
3527,9128,0.00
3528,9170,0.00
3529,9184,0.00
3530,9194,0.00
3531,9199,0.00
3532,9232,0.00
3533,9237,0.00
3534,9242,0.00
3535,9247,0.00
3536,9252,0.00
3537,9257,0.00
3538,9262,0.00
3539,9267,0.00
3540,9272,0.00
3541,9281,0.00
3542,9287,0.00
3543,9294,0.00
3544,9304,0.00
3545,9309,0.00
3546,9353,0.00
3547,9359,0.00
3548,9368,0.00
3549,9388,0.00
3550,9443,0.00
3551,9455,0.00
3552,9463,0.00
3553,9470,0.00
3554,9475,0.00
3555,9483,0.00
3556,9524,0.00
3557,9529,0.00
3558,9535,0.00
3559,9540,0.00
3560,9547,0.00
3561,9553,0.00
3562,9558,0.00
3563,9563,0.00
3564,9568,0.00
3565,9573,0.00
3566,9578,0.00
3567,9593,0.00
3568,9600,0.00
3569,9620,0.00
3570,9625,0.00
3571,9630,0.00
3572,9635,0.00
3573,9648,0.00
3574,9668,0.00
3575,9712,0.00
3576,9723,0.00
3577,9729,0.00
3578,9778,0.00
3579,9787,0.00
3580,9792,0.00
3581,9809,0.00
3582,9814,0.00
3583,9826,0.00
3584,9831,0.00
3585,9836,0.00
3586,9848,0.00
3587,9853,0.00
3588,9858,0.00
3589,9863,0.00
3590,9868,0.00
3591,9873,0.00
3592,9879,0.00
3593,9884,0.00
3594,9889,0.00
3595,9894,0.00
3596,9899,0.00
3597,9905,0.00
3598,9910,0.00
3599,9916,0.00
3600,9921,0.00
3601,9926,0.00
3602,9931,0.00
3603,9936,0.00
3604,9949,0.00
3605,9954,0.00
3606,9963,0.00
3607,9983,0.00
3608,9988,0.00
3609,9998,0.00
3610,10003,0.00
3611,10008,0.00
3612,10013,0.00
3613,10018,0.00
3614,10023,0.00
3615,10028,0.00
3616,10033,0.00
3617,10039,0.00
3618,10044,0.00
3619,10049,0.00
3620,10060,0.00
3621,10078,0.00
3622,10099,0.00
3623,10104,0.00
3624,10124,0.00
3625,10129,0.00
3626,10134,0.00
3627,10139,0.00
3628,10144,0.00
3629,10149,0.00
3630,10154,0.00
3631,10159,0.00
3632,10164,0.00
3633,10169,0.00
3634,10174,0.00
3635,10179,0.00
3636,10184,0.00
3637,10190,0.00
3638,10200,0.00
3639,10208,0.00
3640,10213,0.00
3641,10222,0.00
3642,10228,0.00
3643,10233,0.00
3644,10252,0.00
3645,10265,0.00
3646,10271,0.00
3647,10276,0.00
3648,10281,0.00
3649,10286,0.00
3650,10291,0.00
3651,10296,0.00
3652,10301,0.00
3653,10306,0.00
3654,10312,0.00
3655,10320,0.00
3656,10350,0.00
3657,10369,0.00
3658,10376,0.00
3659,10381,0.00
3660,10386,0.00
3661,10393,0.00
3662,10416,0.00
3663,10422,0.00
3664,10438,0.00
3665,10464,0.00
3666,10471,0.00
3667,10487,0.00
3668,10494,0.00
3669,10532,0.00
3670,10569,0.00
3671,10574,0.00
3672,10581,0.00
3673,10586,0.00
3674,10593,0.00
3675,10602,0.00
3676,10608,0.00
3677,10613,0.00
3678,10618,0.00
3679,10632,0.00
3680,10637,0.00
3681,10642,0.00
3682,10649,0.00
3683,10654,0.00
3684,10668,0.00
3685,10677,0.00
3686,10683,0.00
3687,10688,0.00
3688,10694,0.00
3689,10703,0.00
3690,10709,0.00
3691,10714,0.00
3692,10728,0.00
3693,10736,0.00
3694,10741,0.00
3695,10746,0.00
3696,10751,0.00
3697,10756,0.00
3698,10761,0.00
3699,10766,0.00
3700,10771,0.00
3701,10776,0.00
3702,10781,0.00
3703,10790,0.00
3704,10806,0.00
3705,10811,0.00
3706,10816,0.00
3707,10821,0.00
3708,10826,0.00
3709,10833,0.00
3710,10849,0.00
3711,10854,0.00
3712,10859,0.00
3713,10864,0.00
3714,10869,0.00
3715,10874,0.00
3716,10879,0.00
3717,10884,0.00
3718,10893,0.00
3719,10899,0.00
3720,10913,0.00
3721,10920,0.00
3722,10925,0.00
3723,10935,0.00
3724,10940,0.00
3725,10945,0.00
3726,10950,0.00
3727,10955,0.00
3728,10960,0.00
3729,10966,0.00
3730,10980,0.00
3731,10985,0.00
3732,10990,0.00
3733,10997,0.00
3734,11002,0.00
3735,11016,0.00
3736,11022,0.00
3737,11028,0.00
3738,11038,0.00
3739,11053,0.00
3740,11058,0.00
3741,11068,0.00
3742,11083,0.00
3743,11105,0.00
3744,11110,0.00
3745,11115,0.00
3746,11122,0.00
3747,11130,0.00
3748,11136,0.00
3749,11142,0.00
3750,11147,0.00
3751,11152,0.00
3752,11157,0.00
3753,11162,0.00
3754,11167,0.00
3755,11172,0.00
3756,11177,0.00
3757,11182,0.00
3758,11187,0.00
3759,11195,0.00
3760,11202,0.00
3761,11207,0.00
3762,11212,0.00
3763,11217,0.00
3764,11222,0.00
3765,11227,0.00
3766,11232,0.00
3767,11239,0.00
3768,11297,0.00
3769,11303,0.00
3770,11308,0.00
3771,11321,0.00
3772,11326,0.00
3773,11331,0.00
3774,11338,0.00
3775,11349,0.00
3776,11354,0.00
3777,11359,0.00
3778,11364,0.00
3779,11369,0.00
3780,11374,0.00
3781,11400,0.00
3782,11414,0.00
3783,11419,0.00
3784,11433,0.00
3785,11442,0.00
3786,11450,0.00
3787,11467,0.00
3788,11472,0.00
3789,11477,0.00
3790,11488,0.00
3791,11499,0.00
3792,11512,0.00
3793,11517,0.00
3794,11530,0.00
3795,11535,0.00
3796,11540,0.00
3797,11545,0.00
3798,11550,0.00
3799,11555,0.00
3800,11560,0.00
3801,11565,0.00
3802,11570,0.00
3803,11575,0.00
3804,11580,0.00
3805,11585,0.00
3806,11592,0.00
3807,11597,0.00
3808,11602,0.00
3809,11611,0.00
3810,11635,0.00
3811,11702,0.00
3812,11707,0.00
3813,11712,0.00
3814,11717,0.00
3815,11722,0.00
3816,11729,0.00
3817,11734,0.00
3818,11739,0.00
3819,11745,0.00
3820,11753,0.00
3821,11776,0.00
3822,11793,0.00
3823,11800,0.00
3824,11810,0.00
3825,11817,0.00
3826,11826,0.00
3827,11832,0.00
3828,11837,0.00
3829,11842,0.00
3830,11847,0.00
3831,11852,0.00
3832,11857,0.00
3833,11862,0.00
3834,11867,0.00
3835,11872,0.00
3836,11877,0.00
3837,11882,0.00
3838,11888,0.00
3839,11893,0.00
3840,11898,0.00
3841,11903,0.00
3842,11919,0.00
3843,11926,0.00
3844,11931,0.00
3845,11936,0.00
3846,11941,0.00
3847,11946,0.00
3848,11951,0.00
3849,11956,0.00
3850,11961,0.00
3851,11966,0.00
3852,11971,0.00
3853,11976,0.00
3854,11982,0.00
3855,11988,0.00
3856,11993,0.00
3857,12014,0.00
3858,12021,0.00
3859,12037,0.00
3860,12051,0.00
3861,12056,0.00
3862,12061,0.00
3863,12066,0.00
3864,12071,0.00
3865,12076,0.00
3866,12081,0.00
3867,12086,0.00
3868,12091,0.00
3869,12096,0.00
3870,12101,0.00
3871,12106,0.00
3872,12111,0.00
3873,12116,0.00
3874,12121,0.00
3875,12126,0.00
3876,12132,0.00
3877,12137,0.00
3878,12142,0.00
3879,12149,0.00
3880,12154,0.00
3881,12159,0.00
3882,12164,0.00
3883,12169,0.00
3884,12174,0.00
3885,12179,0.00
3886,12185,0.00
3887,12190,0.00
3888,12195,0.00
3889,12200,0.00
3890,12205,0.00
3891,12210,0.00
3892,12216,0.00
3893,12221,0.00
3894,12226,0.00
3895,12231,0.00
3896,12236,0.00
3897,12241,0.00
3898,12246,0.00
3899,12251,0.00
3900,12256,0.00
3901,12261,0.00
3902,12266,0.00
3903,12271,0.00
3904,12296,0.00
3905,12308,0.00
3906,12333,0.00
3907,12338,0.00
3908,12344,0.00
3909,12349,0.00
3910,12355,0.00
3911,12360,0.00
3912,12388,0.00
3913,12411,0.00
3914,12427,0.00
3915,12432,0.00
3916,12437,0.00
3917,12442,0.00
3918,12447,0.00
3919,12452,0.00
3920,12457,0.00
3921,12462,0.00
3922,12467,0.00
3923,12472,0.00
3924,12477,0.00
3925,12482,0.00
3926,12487,0.00
3927,12492,0.00
3928,12497,0.00
3929,12502,0.00
3930,12507,0.00
3931,12512,0.00
3932,12518,0.00
3933,12525,0.00
3934,12531,0.00
3935,12536,0.00
3936,12541,0.00
3937,12546,0.00
3938,12556,0.00
3939,12561,0.00
3940,12591,0.00
3941,12596,0.00
3942,12601,0.00
3943,12606,0.00
3944,12611,0.00
3945,12616,0.00
3946,12621,0.00
3947,12626,0.00
3948,12631,0.00
3949,12636,0.00
3950,12641,0.00
3951,12646,0.00
3952,12651,0.00
3953,12656,0.00
3954,12663,0.00
3955,12669,0.00
3956,12674,0.00
3957,12679,0.00
3958,12684,0.00
3959,12689,0.00
3960,12694,0.00
3961,12699,0.00
3962,12704,0.00
3963,12709,0.00
3964,12714,0.00
3965,12722,0.00
3966,12727,0.00
3967,12732,0.00
3968,12738,0.00
3969,12743,0.00
3970,12748,0.00
3971,12754,0.00
3972,12761,0.00
3973,12767,0.00
3974,12772,0.00
3975,12825,0.00
3976,12850,0.00
3977,12863,0.00
3978,12878,0.00
3979,12886,0.00
3980,12892,0.00
3981,12916,0.00
3982,12971,0.00
3983,12977,0.00
3984,12982,0.00
3985,12995,0.00
3986,13035,0.00
3987,13042,0.00
3988,13059,0.00
3989,13065,0.00
3990,13071,0.00
3991,13133,0.00
3992,13138,0.00
3993,13169,0.00
3994,13178,0.00
3995,13187,0.00
3996,13205,0.00
3997,464,0.00
3998,2257,0.00
3999,2268,0.00
4000,3565,0.00
4001,3575,0.00
4002,4952,0.00
4003,4960,0.00
4004,7234,0.00
4005,10886,0.00
4006,10916,0.00
4007,11482,0.00
4008,475,0.00
4009,940,0.00
4010,5780,0.00
4011,476,0.00
4012,3995,0.00
4013,10720,0.00
4014,477,0.00
4015,2945,0.00
4016,2951,0.00
4017,9053,0.00
4018,478,0.00
4019,479,0.00
4020,11768,0.00
4021,481,0.00
4022,3389,0.00
4023,7020,0.00
4024,483,0.00
4025,3195,0.00
4026,4814,0.00
4027,8922,0.00
4028,484,0.00
4029,2656,0.00
4030,6016,0.00
4031,9716,0.00
4032,485,0.00
4033,486,0.00
4034,2508,0.00
4035,2509,0.00
4036,2658,0.00
4037,2661,0.00
4038,3658,0.00
4039,3665,0.00
4040,6637,0.00
4041,6639,0.00
4042,6640,0.00
4043,6641,0.00
4044,6642,0.00
4045,8437,0.00
4046,8477,0.00
4047,8988,0.00
4048,9149,0.00
4049,9335,0.00
4050,12579,0.00
4051,487,0.00
4052,3555,0.00
4053,7541,0.00
4054,7542,0.00
4055,8023,0.00
4056,8989,0.00
4057,488,0.00
4058,4347,0.00
4059,6157,0.00
4060,9223,0.00
4061,9756,0.00
4062,11758,0.00
4063,489,0.00
4064,490,0.00
4065,4628,0.00
4066,6384,0.00
4067,491,0.00
4068,1650,0.00
4069,3515,0.00
4070,5876,0.00
4071,5896,0.00
4072,9134,0.00
4073,11653,0.00
4074,493,0.00
4075,498,0.00
4076,2646,0.00
4077,494,0.00
4078,495,0.00
4079,1097,0.00
4080,1100,0.00
4081,4304,0.00
4082,7109,0.00
4083,7116,0.00
4084,9208,0.00
4085,9209,0.00
4086,9687,0.00
4087,497,0.00
4088,2014,0.00
4089,6945,0.00
4090,6946,0.00
4091,13054,0.00
4092,504,0.00
4093,1344,0.00
4094,1480,0.00
4095,4093,0.00
4096,5753,0.00
4097,6099,0.00
4098,8396,0.00
4099,9141,0.00
4100,9361,0.00
4101,506,0.00
4102,2370,0.00
4103,3406,0.00
4104,5068,0.00
4105,7553,0.00
4106,11012,0.00
4107,507,0.00
4108,508,0.00
4109,1581,0.00
4110,509,0.00
4111,510,0.00
4112,4718,0.00
4113,8722,0.00
4114,10717,0.00
4115,10718,0.00
4116,511,0.00
4117,3758,0.00
4118,517,0.00
4119,3471,0.00
4120,3719,0.00
4121,6792,0.00
4122,7730,0.00
4123,8512,0.00
4124,8731,0.00
4125,9399,0.00
4126,13190,0.00
4127,518,0.00
4128,519,0.00
4129,1673,0.00
4130,2453,0.00
4131,4374,0.00
4132,6551,0.00
4133,13076,0.00
4134,655,0.00
4135,656,0.00
4136,2444,0.00
4137,2447,0.00
4138,3402,0.00
4139,5269,0.00
4140,6175,0.00
4141,6176,0.00
4142,6593,0.00
4143,663,0.00
4144,2742,0.00
4145,3455,0.00
4146,6660,0.00
4147,7270,0.00
4148,10116,0.00
4149,679,0.00
4150,680,0.00
4151,2140,0.00
4152,10721,0.00
4153,686,0.00
4154,687,0.00
4155,3526,0.00
4156,3625,0.00
4157,4278,0.00
4158,7703,0.00
4159,7705,0.00
4160,8490,0.00
4161,9774,0.00
4162,688,0.00
4163,689,0.00
4164,1982,0.00
4165,2776,0.00
4166,3737,0.00
4167,4782,0.00
4168,6547,0.00
4169,7795,0.00
4170,8355,0.00
4171,10501,0.00
4172,11604,0.00
4173,11605,0.00
4174,690,0.00
4175,2389,0.00
4176,3739,0.00
4177,4783,0.00
4178,6750,0.00
4179,7303,0.00
4180,7305,0.00
4181,8356,0.00
4182,8357,0.00
4183,9652,0.00
4184,9654,0.00
4185,10499,0.00
4186,10500,0.00
4187,12775,0.00
4188,13044,0.00
4189,691,0.00
4190,703,0.00
4191,3753,0.00
4192,5636,0.00
4193,7801,0.00
4194,692,0.00
4195,907,0.00
4196,908,0.00
4197,2112,0.00
4198,2113,0.00
4199,2417,0.00
4200,2473,0.00
4201,2496,0.00
4202,2871,0.00
4203,2986,0.00
4204,3473,0.00
4205,3474,0.00
4206,3552,0.00
4207,4160,0.00
4208,4388,0.00
4209,5039,0.00
4210,5135,0.00
4211,5610,0.00
4212,5642,0.00
4213,5719,0.00
4214,5735,0.00
4215,5906,0.00
4216,6691,0.00
4217,6736,0.00
4218,6852,0.00
4219,7050,0.00
4220,7051,0.00
4221,7052,0.00
4222,7602,0.00
4223,8484,0.00
4224,8604,0.00
4225,8605,0.00
4226,9329,0.00
4227,10256,0.00
4228,10257,0.00
4229,11086,0.00
4230,11289,0.00
4231,11821,0.00
4232,12363,0.00
4233,12585,0.00
4234,12880,0.00
4235,12930,0.00
4236,12931,0.00
4237,13146,0.00
4238,13200,0.00
4239,693,0.00
4240,2267,0.00
4241,3490,0.00
4242,4398,0.00
4243,6313,0.00
4244,6315,0.00
4245,8374,0.00
4246,8375,0.00
4247,694,0.00
4248,695,0.00
4249,708,0.00
4250,696,0.00
4251,1011,0.00
4252,2524,0.00
4253,5778,0.00
4254,7371,0.00
4255,7502,0.00
4256,697,0.00
4257,12786,0.00
4258,698,0.00
4259,1983,0.00
4260,3476,0.00
4261,3483,0.00
4262,4101,0.00
4263,4448,0.00
4264,6482,0.00
4265,10399,0.00
4266,11607,0.00
4267,12929,0.00
4268,699,0.00
4269,700,0.00
4270,2060,0.00
4271,2061,0.00
4272,3762,0.00
4273,6227,0.00
4274,10338,0.00
4275,13198,0.00
4276,13207,0.00
4277,701,0.00
4278,3407,0.00
4279,12010,0.00
4280,702,0.00
4281,1984,0.00
4282,3748,0.00
4283,9098,0.00
4284,9099,0.00
4285,704,0.00
4286,3664,0.00
4287,4308,0.00
4288,4752,0.00
4289,5678,0.00
4290,6369,0.00
4291,7055,0.00
4292,7998,0.00
4293,8089,0.00
4294,8876,0.00
4295,9405,0.00
4296,10204,0.00
4297,11285,0.00
4298,705,0.00
4299,4902,0.00
4300,9214,0.00
4301,12853,0.00
4302,12984,0.00
4303,706,0.00
4304,2702,0.00
4305,4791,0.00
4306,7323,0.00
4307,10537,0.00
4308,12789,0.00
4309,707,0.00
4310,3401,0.00
4311,4199,0.00
4312,4446,0.00
4313,5232,0.00
4314,6035,0.00
4315,7248,0.00
4316,10662,0.00
4317,12958,0.00
4318,709,0.00
4319,2100,0.00
4320,11621,0.00
4321,710,0.00
4322,712,0.00
4323,711,0.00
4324,1065,0.00
4325,6130,0.00
4326,713,0.00
4327,1508,0.00
4328,2522,0.00
4329,2529,0.00
4330,5621,0.00
4331,714,0.00
4332,715,0.00
4333,716,0.00
4334,1361,0.00
4335,717,0.00
4336,3747,0.00
4337,6263,0.00
4338,7804,0.00
4339,9102,0.00
4340,11071,0.00
4341,13096,0.00
4342,718,0.00
4343,2394,0.00
4344,2690,0.00
4345,2920,0.00
4346,3485,0.00
4347,4084,0.00
4348,6074,0.00
4349,7180,0.00
4350,9144,0.00
4351,719,0.00
4352,1913,0.00
4353,4447,0.00
4354,6287,0.00
4355,6293,0.00
4356,6633,0.00
4357,6635,0.00
4358,8031,0.00
4359,9133,0.00
4360,10324,0.00
4361,10561,0.00
4362,11402,0.00
4363,12779,0.00
4364,12781,0.00
4365,720,0.00
4366,722,0.00
4367,5203,0.00
4368,5728,0.00
4369,723,0.00
4370,3745,0.00
4371,5627,0.00
4372,724,0.00
4373,10528,0.00
4374,725,0.00
4375,726,0.00
4376,1331,0.00
4377,727,0.00
4378,4806,0.00
4379,9107,0.00
4380,9339,0.00
4381,728,0.00
4382,10325,0.00
4383,730,0.00
4384,5309,0.00
4385,9166,0.00
4386,731,0.00
4387,1999,0.00
4388,3048,0.00
4389,9700,0.00
4390,732,0.00
4391,734,0.00
4392,1988,0.00
4393,2749,0.00
4394,4287,0.00
4395,6557,0.00
4396,6558,0.00
4397,7894,0.00
4398,13127,0.00
4399,737,0.00
4400,742,0.00
4401,738,0.00
4402,739,0.00
4403,2103,0.00
4404,2119,0.00
4405,3408,0.00
4406,6268,0.00
4407,741,0.00
4408,2405,0.00
4409,4801,0.00
4410,6413,0.00
4411,9363,0.00
4412,10216,0.00
4413,743,0.00
4414,1993,0.00
4415,2001,0.00
4416,7235,0.00
4417,13210,0.00
4418,745,0.00
4419,8377,0.00
4420,746,0.00
4421,5902,0.00
4422,11024,0.00
4423,748,0.00
4424,750,0.00
4425,9683,0.00
4426,751,0.00
4427,4455,0.00
4428,8600,0.00
4429,752,0.00
4430,765,0.00
4431,4290,0.00
4432,754,0.00
4433,912,0.00
4434,10546,0.00
4435,755,0.00
4436,756,0.00
4437,1095,0.00
4438,2419,0.00
4439,2683,0.00
4440,9513,0.00
4441,12569,0.00
4442,757,0.00
4443,11293,0.00
4444,758,0.00
4445,2116,0.00
4446,2954,0.00
4447,3940,0.00
4448,5125,0.00
4449,7049,0.00
4450,9290,0.00
4451,12905,0.00
4452,760,0.00
4453,7969,0.00
4454,762,0.00
4455,1803,0.00
4456,2073,0.00
4457,2075,0.00
4458,763,0.00
4459,766,0.00
4460,768,0.00
4461,4089,0.00
4462,4090,0.00
4463,7980,0.00
4464,769,0.00
4465,2171,0.00
4466,2877,0.00
4467,6506,0.00
4468,770,0.00
4469,2688,0.00
4470,2689,0.00
4471,5660,0.00
4472,6470,0.00
4473,9974,0.00
4474,12838,0.00
4475,772,0.00
4476,2176,0.00
4477,2352,0.00
4478,2356,0.00
4479,2859,0.00
4480,3640,0.00
4481,3832,0.00
4482,4437,0.00
4483,5057,0.00
4484,5058,0.00
4485,5861,0.00
4486,6278,0.00
4487,6813,0.00
4488,7570,0.00
4489,7848,0.00
4490,8091,0.00
4491,8120,0.00
4492,8379,0.00
4493,8380,0.00
4494,8875,0.00
4495,9337,0.00
4496,9447,0.00
4497,9495,0.00
4498,9643,0.00
4499,10888,0.00
4500,11258,0.00
4501,11260,0.00
4502,11673,0.00
4503,11806,0.00
4504,12282,0.00
4505,13128,0.00
4506,773,0.00
4507,2057,0.00
4508,4638,0.00
4509,8000,0.00
4510,774,0.00
4511,775,0.00
4512,921,0.00
4513,924,0.00
4514,925,0.00
4515,926,0.00
4516,8714,0.00
4517,9157,0.00
4518,9163,0.00
4519,776,0.00
4520,777,0.00
4521,6570,0.00
4522,6585,0.00
4523,9422,0.00
4524,783,0.00
4525,1833,0.00
4526,4088,0.00
4527,5375,0.00
4528,7960,0.00
4529,11406,0.00
4530,784,0.00
4531,4339,0.00
4532,4341,0.00
4533,10409,0.00
4534,785,0.00
4535,786,0.00
4536,5256,0.00
4537,788,0.00
4538,789,0.00
4539,790,0.00
4540,791,0.00
4541,1307,0.00
4542,2189,0.00
4543,4762,0.00
4544,4969,0.00
4545,6654,0.00
4546,7369,0.00
4547,11117,0.00
4548,11118,0.00
4549,12000,0.00
4550,13124,0.00
4551,797,0.00
4552,10552,0.00
4553,798,0.00
4554,799,0.00
4555,2058,0.00
4556,3383,0.00
4557,3650,0.00
4558,3981,0.00
4559,6415,0.00
4560,7544,0.00
4561,8096,0.00
4562,8378,0.00
4563,10723,0.00
4564,11257,0.00
4565,12926,0.00
4566,12927,0.00
4567,800,0.00
4568,808,0.00
4569,2157,0.00
4570,2353,0.00
4571,2421,0.00
4572,4179,0.00
4573,5890,0.00
4574,6596,0.00
4575,6597,0.00
4576,7501,0.00
4577,11995,0.00
4578,802,0.00
4579,1366,0.00
4580,809,0.00
4581,2246,0.00
4582,7028,0.00
4583,815,0.00
4584,6337,0.00
4585,816,0.00
4586,819,0.00
4587,4098,0.00
4588,817,0.00
4589,2398,0.00
4590,4291,0.00
4591,7451,0.00
4592,8394,0.00
4593,10542,0.00
4594,11280,0.00
4595,818,0.00
4596,820,0.00
4597,821,0.00
4598,3338,0.00
4599,3623,0.00
4600,6665,0.00
4601,8029,0.00
4602,8871,0.00
4603,8983,0.00
4604,822,0.00
4605,824,0.00
4606,4229,0.00
4607,8399,0.00
4608,8991,0.00
4609,840,0.00
4610,1128,0.00
4611,9656,0.00
4612,843,0.00
4613,2618,0.00
4614,844,0.00
4615,10556,0.00
4616,845,0.00
4617,2230,0.00
4618,3381,0.00
4619,3382,0.00
4620,3835,0.00
4621,4535,0.00
4622,4858,0.00
4623,4859,0.00
4624,4860,0.00
4625,5770,0.00
4626,6471,0.00
4627,6997,0.00
4628,7846,0.00
4629,7849,0.00
4630,8435,0.00
4631,8436,0.00
4632,9136,0.00
4633,9745,0.00
4634,10577,0.00
4635,11651,0.00
4636,13156,0.00
4637,846,0.00
4638,847,0.00
4639,851,0.00
4640,8024,0.00
4641,848,0.00
4642,11425,0.00
4643,849,0.00
4644,3447,0.00
4645,4990,0.00
4646,6856,0.00
4647,7680,0.00
4648,10962,0.00
4649,11312,0.00
4650,850,0.00
4651,8111,0.00
4652,8358,0.00
4653,10372,0.00
4654,852,0.00
4655,3725,0.00
4656,853,0.00
4657,1068,0.00
4658,2635,0.00
4659,8732,0.00
4660,10625,0.00
4661,854,0.00
4662,4232,0.00
4663,4305,0.00
4664,5081,0.00
4665,6385,0.00
4666,7747,0.00
4667,9616,0.00
4668,10259,0.00
4669,10260,0.00
4670,10656,0.00
4671,11912,0.00
4672,855,0.00
4673,3472,0.00
4674,7670,0.00
4675,7671,0.00
4676,856,0.00
4677,857,0.00
4678,9402,0.00
4679,858,0.00
4680,2236,0.00
4681,859,0.00
4682,1630,0.00
4683,861,0.00
4684,2505,0.00
4685,6942,0.00
4686,8693,0.00
4687,862,0.00
4688,868,0.00
4689,11788,0.00
4690,879,0.00
4691,881,0.00
4692,2357,0.00
4693,2866,0.00
4694,2867,0.00
4695,4903,0.00
4696,7491,0.00
4697,7686,0.00
4698,7791,0.00
4699,8121,0.00
4700,8698,0.00
4701,10358,0.00
4702,880,0.00
4703,2088,0.00
4704,2089,0.00
4705,3217,0.00
4706,4188,0.00
4707,4644,0.00
4708,6046,0.00
4709,8744,0.00
4710,10336,0.00
4711,10445,0.00
4712,883,0.00
4713,884,0.00
4714,4353,0.00
4715,885,0.00
4716,886,0.00
4717,2291,0.00
4718,11784,0.00
4719,12987,0.00
4720,887,0.00
4721,888,0.00
4722,4186,0.00
4723,10073,0.00
4724,889,0.00
4725,899,0.00
4726,890,0.00
4727,1388,0.00
4728,2211,0.00
4729,7699,0.00
4730,891,0.00
4731,893,0.00
4732,894,0.00
4733,895,0.00
4734,1626,0.00
4735,1885,0.00
4736,1925,0.00
4737,2183,0.00
4738,4371,0.00
4739,7320,0.00
4740,7321,0.00
4741,8891,0.00
4742,12299,0.00
4743,896,0.00
4744,2290,0.00
4745,8584,0.00
4746,9696,0.00
4747,897,0.00
4748,905,0.00
4749,898,0.00
4750,3491,0.00
4751,7631,0.00
4752,8019,0.00
4753,902,0.00
4754,12003,0.00
4755,904,0.00
4756,906,0.00
4757,2587,0.00
4758,4166,0.00
4759,5695,0.00
4760,7930,0.00
4761,9692,0.00
4762,13157,0.00
4763,909,0.00
4764,2209,0.00
4765,7008,0.00
4766,11525,0.00
4767,910,0.00
4768,6004,0.00
4769,911,0.00
4770,1676,0.00
4771,2358,0.00
4772,9000,0.00
4773,9743,0.00
4774,9817,0.00
4775,10455,0.00
4776,11766,0.00
4777,913,0.00
4778,914,0.00
4779,920,0.00
4780,922,0.00
4781,8338,0.00
4782,927,0.00
4783,2120,0.00
4784,2455,0.00
4785,2550,0.00
4786,3670,0.00
4787,3997,0.00
4788,5726,0.00
4789,7941,0.00
4790,8471,0.00
4791,11787,0.00
4792,928,0.00
4793,934,0.00
4794,935,0.00
4795,4943,0.00
4796,936,0.00
4797,937,0.00
4798,938,0.00
4799,939,0.00
4800,10550,0.00
4801,11638,0.00
4802,941,0.00
4803,1338,0.00
4804,2381,0.00
4805,942,0.00
4806,2180,0.00
4807,10112,0.00
4808,943,0.00
4809,1997,0.00
4810,2814,0.00
4811,3779,0.00
4812,944,0.00
4813,945,0.00
4814,4203,0.00
4815,4973,0.00
4816,5535,0.00
4817,946,0.00
4818,2195,0.00
4819,2196,0.00
4820,3019,0.00
4821,4062,0.00
4822,4063,0.00
4823,4064,0.00
4824,5715,0.00
4825,6562,0.00
4826,962,0.00
4827,974,0.00
4828,1476,0.00
4829,2214,0.00
4830,2380,0.00
4831,4857,0.00
4832,5134,0.00
4833,8546,0.00
4834,9283,0.00
4835,10515,0.00
4836,975,0.00
4837,6675,0.00
4838,8030,0.00
4839,1002,0.00
4840,12382,0.00
4841,1003,0.00
4842,2984,0.00
4843,1009,0.00
4844,5787,0.00
4845,1010,0.00
4846,1293,0.00
4847,1310,0.00
4848,10087,0.00
4849,10090,0.00
4850,1012,0.00
4851,3371,0.00
4852,4808,0.00
4853,6180,0.00
4854,1013,0.00
4855,1049,0.00
4856,3942,0.00
4857,3944,0.00
4858,3967,0.00
4859,6741,0.00
4860,8696,0.00
4861,10398,0.00
4862,10408,0.00
4863,1051,0.00
4864,4532,0.00
4865,4967,0.00
4866,13101,0.00
4867,1052,0.00
4868,11884,0.00
