purchases_id,BillNumber,BillDate,client_id
2890,539584,"2010-12-20 12:54:00",915
2891,539584,"2010-12-20 12:54:00",225
2892,539584,"2010-12-20 12:54:00",33
2893,539585,"2010-12-20 12:54:00",1256
2894,539585,"2010-12-20 12:54:00",1051
2895,539585,"2010-12-20 12:54:00",915
2896,539585,"2010-12-20 12:54:00",225
2897,539585,"2010-12-20 12:54:00",33
2898,539586,"2010-12-20 13:08:00",755
2899,539587,"2010-12-20 13:10:00",755
2900,539588,"2010-12-20 13:11:00",10
2901,C539589,"2010-12-20 13:14:00",10
2902,539590,"2010-12-20 13:21:00",416
2903,539591,"2010-12-20 13:24:00",659
2904,539592,"2010-12-20 13:27:00",419
2905,539593,"2010-12-20 13:31:00",419
2906,539594,"2010-12-20 13:31:00",921
2907,539595,"2010-12-20 13:43:00",1256
2908,539595,"2010-12-20 13:43:00",1051
2909,539595,"2010-12-20 13:43:00",915
2910,539595,"2010-12-20 13:43:00",225
2911,539595,"2010-12-20 13:43:00",33
2912,C539596,"2010-12-20 13:51:00",39
2913,539597,"2010-12-20 13:52:00",922
2914,C539598,"2010-12-20 13:54:00",506
2915,C539599,"2010-12-20 13:55:00",48
2916,C539600,"2010-12-20 13:57:00",467
2917,C539601,"2010-12-20 13:58:00",923
2918,C539602,"2010-12-20 14:02:00",558
2919,C539603,"2010-12-20 14:05:00",69
2920,539604,"2010-12-20 14:06:00",281
2921,C539605,"2010-12-20 14:07:00",460
2922,C539606,"2010-12-20 14:09:00",772
2923,539607,"2010-12-20 14:10:00",410
2924,C539608,"2010-12-20 14:10:00",658
2925,539609,"2010-12-20 14:15:00",924
2926,539610,"2010-12-20 14:33:00",95
2927,539611,"2010-12-20 14:33:00",1256
2928,539611,"2010-12-20 14:33:00",1051
2929,539611,"2010-12-20 14:33:00",915
2930,539611,"2010-12-20 14:33:00",225
2931,539611,"2010-12-20 14:33:00",33
2932,539628,"2010-12-20 14:49:00",925
2933,539629,"2010-12-20 14:51:00",659
2934,539630,"2010-12-20 14:59:00",780
2935,539631,"2010-12-20 15:03:00",1256
2936,539631,"2010-12-20 15:03:00",1051
2937,539631,"2010-12-20 15:03:00",915
2938,539631,"2010-12-20 15:03:00",225
2939,539631,"2010-12-20 15:03:00",33
2940,C539632,"2010-12-20 15:07:00",780
2941,539633,"2010-12-20 15:09:00",780
2942,539634,"2010-12-20 15:12:00",780
2943,539635,"2010-12-20 15:14:00",494
2944,539636,"2010-12-20 15:15:00",550
2945,539637,"2010-12-20 15:22:00",229
2946,539638,"2010-12-20 15:23:00",1256
2947,539638,"2010-12-20 15:23:00",1051
2948,539638,"2010-12-20 15:23:00",915
2949,539638,"2010-12-20 15:23:00",225
2950,539638,"2010-12-20 15:23:00",33
2951,539639,"2010-12-20 15:26:00",229
2952,C539640,"2010-12-20 15:27:00",9
2953,539641,"2010-12-20 15:30:00",9
2954,539642,"2010-12-20 15:35:00",309
2955,539643,"2010-12-20 15:48:00",1256
2956,539643,"2010-12-20 15:48:00",1051
2957,539643,"2010-12-20 15:48:00",915
2958,539643,"2010-12-20 15:48:00",225
2959,539643,"2010-12-20 15:48:00",33
2960,C539644,"2010-12-20 15:52:00",115
2961,539645,"2010-12-20 16:03:00",780
2962,539646,"2010-12-20 16:04:00",780
2963,539647,"2010-12-20 16:08:00",926
2964,539648,"2010-12-20 16:08:00",1256
2965,539648,"2010-12-20 16:08:00",1051
2966,539648,"2010-12-20 16:08:00",915
2967,539648,"2010-12-20 16:08:00",225
2968,539648,"2010-12-20 16:08:00",33
2969,539649,"2010-12-20 16:09:00",1256
2970,539649,"2010-12-20 16:09:00",1051
2971,539649,"2010-12-20 16:09:00",915
2972,539649,"2010-12-20 16:09:00",225
2973,539649,"2010-12-20 16:09:00",33
2974,539650,"2010-12-20 16:11:00",1256
2975,539650,"2010-12-20 16:11:00",1051
2976,539650,"2010-12-20 16:11:00",915
2977,539650,"2010-12-20 16:11:00",225
2978,539650,"2010-12-20 16:11:00",33
2979,539651,"2010-12-20 16:19:00",1256
2980,539651,"2010-12-20 16:19:00",1051
2981,539651,"2010-12-20 16:19:00",915
2982,539651,"2010-12-20 16:19:00",225
2983,539651,"2010-12-20 16:19:00",33
2984,539653,"2010-12-20 16:50:00",401
2985,539654,"2010-12-20 17:05:00",532
2986,C539655,"2010-12-20 17:07:00",261
2987,539656,"2010-12-20 17:22:00",1256
2988,539656,"2010-12-20 17:22:00",1051
2989,539656,"2010-12-20 17:22:00",915
2990,539656,"2010-12-20 17:22:00",225
2991,539656,"2010-12-20 17:22:00",33
2992,C539657,"2010-12-20 17:24:00",796
2993,539658,"2010-12-21 09:34:00",499
2994,539659,"2010-12-21 09:47:00",927
2995,539660,"2010-12-21 09:48:00",517
2996,C539661,"2010-12-21 10:16:00",176
2997,539662,"2010-12-21 10:18:00",113
2998,539663,"2010-12-21 10:26:00",206
2999,539664,"2010-12-21 10:30:00",113
3000,539665,"2010-12-21 10:35:00",1256
3001,539665,"2010-12-21 10:35:00",1051
3002,539665,"2010-12-21 10:35:00",915
3003,539665,"2010-12-21 10:35:00",225
3004,539665,"2010-12-21 10:35:00",33
3005,539666,"2010-12-21 10:41:00",14
3006,C539667,"2010-12-21 10:47:00",647
3007,539675,"2010-12-21 10:51:00",176
3008,539676,"2010-12-21 10:54:00",928
3009,539688,"2010-12-21 11:00:00",929
3010,C539707,"2010-12-21 12:17:00",863
3011,539708,"2010-12-21 12:18:00",1256
3012,539708,"2010-12-21 12:18:00",1051
3013,539708,"2010-12-21 12:18:00",915
3014,539708,"2010-12-21 12:18:00",225
3015,539708,"2010-12-21 12:18:00",33
3016,C539709,"2010-12-21 12:33:00",859
3017,C539710,"2010-12-21 12:35:00",885
3018,C539711,"2010-12-21 12:38:00",419
3019,C539712,"2010-12-21 12:40:00",396
3020,539713,"2010-12-21 12:43:00",1256
3021,539713,"2010-12-21 12:43:00",1051
3022,539713,"2010-12-21 12:43:00",915
3023,539713,"2010-12-21 12:43:00",225
3024,539713,"2010-12-21 12:43:00",33
3025,539714,"2010-12-21 12:44:00",1256
3026,539714,"2010-12-21 12:44:00",1051
3027,539714,"2010-12-21 12:44:00",915
3028,539714,"2010-12-21 12:44:00",225
3029,539714,"2010-12-21 12:44:00",33
3030,539715,"2010-12-21 12:46:00",1256
3031,539715,"2010-12-21 12:46:00",1051
3032,539715,"2010-12-21 12:46:00",915
3033,539715,"2010-12-21 12:46:00",225
3034,539715,"2010-12-21 12:46:00",33
3035,539716,"2010-12-21 12:57:00",706
3036,539717,"2010-12-21 13:03:00",930
3037,539718,"2010-12-21 13:06:00",1256
3038,539718,"2010-12-21 13:06:00",1051
3039,539718,"2010-12-21 13:06:00",915
3040,539718,"2010-12-21 13:06:00",225
3041,539718,"2010-12-21 13:06:00",33
3042,C539719,"2010-12-21 13:15:00",869
3043,539720,"2010-12-21 13:22:00",826
3044,539721,"2010-12-21 13:34:00",931
3045,539722,"2010-12-21 13:45:00",69
3046,539723,"2010-12-21 13:49:00",932
3047,539724,"2010-12-21 13:53:00",933
3048,539725,"2010-12-21 13:58:00",292
3049,C539726,"2010-12-21 14:24:00",893
3050,539727,"2010-12-21 14:26:00",929
3051,539728,"2010-12-21 14:26:00",934
3052,539729,"2010-12-21 14:29:00",1256
3053,539729,"2010-12-21 14:29:00",1051
3054,539729,"2010-12-21 14:29:00",915
3055,539729,"2010-12-21 14:29:00",225
3056,539729,"2010-12-21 14:29:00",33
3057,539730,"2010-12-21 14:54:00",935
3058,539731,"2010-12-21 15:05:00",912
3059,539732,"2010-12-21 15:09:00",826
3060,539733,"2010-12-21 15:13:00",1256
3061,539733,"2010-12-21 15:13:00",1051
3062,539733,"2010-12-21 15:13:00",915
3063,539733,"2010-12-21 15:13:00",225
3064,539733,"2010-12-21 15:13:00",33
3065,539734,"2010-12-21 15:14:00",1256
3066,539734,"2010-12-21 15:14:00",1051
3067,539734,"2010-12-21 15:14:00",915
3068,539734,"2010-12-21 15:14:00",225
3069,539734,"2010-12-21 15:14:00",33
3070,539735,"2010-12-21 15:17:00",1256
3071,539735,"2010-12-21 15:17:00",1051
3072,539735,"2010-12-21 15:17:00",915
3073,539735,"2010-12-21 15:17:00",225
3074,539735,"2010-12-21 15:17:00",33
3075,539736,"2010-12-21 15:18:00",1256
3076,539736,"2010-12-21 15:18:00",1051
3077,539736,"2010-12-21 15:18:00",915
3078,539736,"2010-12-21 15:18:00",225
3079,539736,"2010-12-21 15:18:00",33
3080,539737,"2010-12-21 15:19:00",1256
3081,539737,"2010-12-21 15:19:00",1051
3082,539737,"2010-12-21 15:19:00",915
3083,539737,"2010-12-21 15:19:00",225
3084,539737,"2010-12-21 15:19:00",33
3085,539738,"2010-12-21 15:19:00",1256
3086,539738,"2010-12-21 15:19:00",1051
3087,539738,"2010-12-21 15:19:00",915
3088,539738,"2010-12-21 15:19:00",225
3089,539738,"2010-12-21 15:19:00",33
3090,539739,"2010-12-21 15:19:00",1256
3091,539739,"2010-12-21 15:19:00",1051
3092,539739,"2010-12-21 15:19:00",915
3093,539739,"2010-12-21 15:19:00",225
3094,539739,"2010-12-21 15:19:00",33
3095,539740,"2010-12-21 15:20:00",1256
3096,539740,"2010-12-21 15:20:00",1051
3097,539740,"2010-12-21 15:20:00",915
3098,539740,"2010-12-21 15:20:00",225
3099,539740,"2010-12-21 15:20:00",33
3100,539741,"2010-12-21 15:20:00",1256
3101,539741,"2010-12-21 15:20:00",1051
3102,539741,"2010-12-21 15:20:00",915
3103,539741,"2010-12-21 15:20:00",225
3104,539741,"2010-12-21 15:20:00",33
3105,539742,"2010-12-21 15:20:00",1256
3106,539742,"2010-12-21 15:20:00",1051
3107,539742,"2010-12-21 15:20:00",915
3108,539742,"2010-12-21 15:20:00",225
3109,539742,"2010-12-21 15:20:00",33
3110,539743,"2010-12-21 15:20:00",1256
3111,539743,"2010-12-21 15:20:00",1051
3112,539743,"2010-12-21 15:20:00",915
3113,539743,"2010-12-21 15:20:00",225
3114,539743,"2010-12-21 15:20:00",33
3115,539744,"2010-12-21 15:21:00",1256
3116,539744,"2010-12-21 15:21:00",1051
3117,539744,"2010-12-21 15:21:00",915
3118,539744,"2010-12-21 15:21:00",225
3119,539744,"2010-12-21 15:21:00",33
3120,539745,"2010-12-21 15:21:00",1256
3121,539745,"2010-12-21 15:21:00",1051
3122,539745,"2010-12-21 15:21:00",915
3123,539745,"2010-12-21 15:21:00",225
3124,539745,"2010-12-21 15:21:00",33
3125,539746,"2010-12-21 15:22:00",1256
3126,539746,"2010-12-21 15:22:00",1051
3127,539746,"2010-12-21 15:22:00",915
3128,539746,"2010-12-21 15:22:00",225
3129,539746,"2010-12-21 15:22:00",33
3130,539747,"2010-12-21 15:23:00",1256
3131,539747,"2010-12-21 15:23:00",1051
3132,539747,"2010-12-21 15:23:00",915
3133,539747,"2010-12-21 15:23:00",225
3134,539747,"2010-12-21 15:23:00",33
3135,539748,"2010-12-21 15:23:00",1256
3136,539748,"2010-12-21 15:23:00",1051
3137,539748,"2010-12-21 15:23:00",915
3138,539748,"2010-12-21 15:23:00",225
3139,539748,"2010-12-21 15:23:00",33
3140,539749,"2010-12-21 15:33:00",1256
3141,539749,"2010-12-21 15:33:00",1051
3142,539749,"2010-12-21 15:33:00",915
3143,539749,"2010-12-21 15:33:00",225
3144,539749,"2010-12-21 15:33:00",33
3145,539750,"2010-12-21 15:40:00",1256
3146,539750,"2010-12-21 15:40:00",1051
3147,539750,"2010-12-21 15:40:00",915
3148,539750,"2010-12-21 15:40:00",225
3149,539750,"2010-12-21 15:40:00",33
3150,539751,"2010-12-21 15:42:00",1256
3151,539751,"2010-12-21 15:42:00",1051
3152,539751,"2010-12-21 15:42:00",915
3153,539751,"2010-12-21 15:42:00",225
3154,539751,"2010-12-21 15:42:00",33
3155,539752,"2010-12-21 15:43:00",936
3156,539753,"2010-12-21 15:48:00",1256
3157,539753,"2010-12-21 15:48:00",1051
3158,539753,"2010-12-21 15:48:00",915
3159,539753,"2010-12-21 15:48:00",225
3160,539753,"2010-12-21 15:48:00",33
3161,539754,"2010-12-21 16:06:00",50
3162,539755,"2010-12-21 16:08:00",206
3163,C539756,"2010-12-21 16:31:00",1256
3164,C539756,"2010-12-21 16:31:00",1051
3165,C539756,"2010-12-21 16:31:00",915
3166,C539756,"2010-12-21 16:31:00",225
3167,C539756,"2010-12-21 16:31:00",33
3168,539758,"2010-12-21 16:58:00",1256
3169,539758,"2010-12-21 16:58:00",1051
3170,539758,"2010-12-21 16:58:00",915
3171,539758,"2010-12-21 16:58:00",225
3172,539758,"2010-12-21 16:58:00",33
3173,539759,"2010-12-21 17:03:00",1256
3174,539759,"2010-12-21 17:03:00",1051
3175,539759,"2010-12-21 17:03:00",915
3176,539759,"2010-12-21 17:03:00",225
3177,539759,"2010-12-21 17:03:00",33
3178,539760,"2010-12-21 17:16:00",937
3179,539761,"2010-12-22 10:29:00",938
3180,539762,"2010-12-22 10:29:00",939
3181,539764,"2010-12-22 11:07:00",940
3182,539766,"2010-12-22 11:11:00",104
3183,539825,"2010-12-22 12:22:00",1256
3184,539825,"2010-12-22 12:22:00",1051
3185,539825,"2010-12-22 12:22:00",915
3186,539825,"2010-12-22 12:22:00",225
3187,539825,"2010-12-22 12:22:00",33
3188,539826,"2010-12-22 12:39:00",688
3189,C539827,"2010-12-22 12:43:00",688
3190,539828,"2010-12-22 12:44:00",688
3191,539829,"2010-12-22 12:47:00",941
3192,C539830,"2010-12-22 13:13:00",942
3193,539831,"2010-12-22 13:17:00",95
3194,C539832,"2010-12-22 13:20:00",943
3195,539835,"2010-12-22 13:39:00",232
3196,539836,"2010-12-22 13:46:00",520
3197,539837,"2010-12-22 13:48:00",944
3198,C539838,"2010-12-22 13:59:00",785
3199,539839,"2010-12-22 14:27:00",1256
3200,539839,"2010-12-22 14:27:00",1051
3201,539839,"2010-12-22 14:27:00",915
3202,539839,"2010-12-22 14:27:00",225
3203,539839,"2010-12-22 14:27:00",33
3204,539840,"2010-12-22 14:28:00",945
3205,539856,"2010-12-22 14:41:00",1256
3206,539856,"2010-12-22 14:41:00",1051
3207,539856,"2010-12-22 14:41:00",915
3208,539856,"2010-12-22 14:41:00",225
3209,539856,"2010-12-22 14:41:00",33
3210,C539857,"2010-12-22 15:13:00",549
3211,539858,"2010-12-22 16:19:00",548
3212,539859,"2010-12-22 16:23:00",59
3213,539864,"2010-12-23 09:55:00",946
3214,539865,"2010-12-23 09:59:00",947
3215,C539866,"2010-12-23 10:20:00",221
3216,539867,"2010-12-23 10:38:00",948
3217,539920,"2010-12-23 11:06:00",363
3218,539921,"2010-12-23 11:09:00",50
3219,539933,"2010-12-23 11:24:00",97
3220,C539943,"2010-12-23 11:36:00",476
3221,C539944,"2010-12-23 11:38:00",879
3222,C539945,"2010-12-23 11:40:00",93
3223,539946,"2010-12-23 11:46:00",949
3224,C539947,"2010-12-23 11:47:00",556
3225,C539948,"2010-12-23 11:48:00",1256
3226,C539948,"2010-12-23 11:48:00",1051
3227,C539948,"2010-12-23 11:48:00",915
3228,C539948,"2010-12-23 11:48:00",225
3229,C539948,"2010-12-23 11:48:00",33
3230,C539949,"2010-12-23 11:49:00",160
3231,C539950,"2010-12-23 11:50:00",854
3232,539951,"2010-12-23 11:54:00",1256
3233,539951,"2010-12-23 11:54:00",1051
3234,539951,"2010-12-23 11:54:00",915
3235,539951,"2010-12-23 11:54:00",225
3236,539951,"2010-12-23 11:54:00",33
3237,539952,"2010-12-23 11:59:00",1256
3238,539952,"2010-12-23 11:59:00",1051
3239,539952,"2010-12-23 11:59:00",915
3240,539952,"2010-12-23 11:59:00",225
3241,539952,"2010-12-23 11:59:00",33
3242,539953,"2010-12-23 12:03:00",50
3243,539954,"2010-12-23 12:04:00",87
3244,539955,"2010-12-23 12:13:00",1256
3245,539955,"2010-12-23 12:13:00",1051
3246,539955,"2010-12-23 12:13:00",915
3247,539955,"2010-12-23 12:13:00",225
3248,539955,"2010-12-23 12:13:00",33
3249,C539956,"2010-12-23 12:55:00",836
3250,539957,"2010-12-23 12:58:00",950
3251,539958,"2010-12-23 13:26:00",1256
3252,539958,"2010-12-23 13:26:00",1051
3253,539958,"2010-12-23 13:26:00",915
3254,539958,"2010-12-23 13:26:00",225
3255,539958,"2010-12-23 13:26:00",33
3256,539978,"2010-12-23 14:06:00",951
3257,539979,"2010-12-23 14:10:00",1256
3258,539979,"2010-12-23 14:10:00",1051
3259,539979,"2010-12-23 14:10:00",915
3260,539979,"2010-12-23 14:10:00",225
3261,539979,"2010-12-23 14:10:00",33
3262,539980,"2010-12-23 14:34:00",1256
3263,539980,"2010-12-23 14:34:00",1051
3264,539980,"2010-12-23 14:34:00",915
3265,539980,"2010-12-23 14:34:00",225
3266,539980,"2010-12-23 14:34:00",33
3267,539981,"2010-12-23 14:35:00",952
3268,539982,"2010-12-23 14:40:00",9
3269,C539983,"2010-12-23 14:49:00",576
3270,539984,"2010-12-23 14:58:00",69
3271,539985,"2010-12-23 15:16:00",576
3272,539986,"2010-12-23 15:21:00",1256
3273,539986,"2010-12-23 15:21:00",1051
3274,539986,"2010-12-23 15:21:00",915
3275,539986,"2010-12-23 15:21:00",225
3276,539986,"2010-12-23 15:21:00",33
3277,539987,"2010-12-23 15:32:00",50
3278,539988,"2010-12-23 16:06:00",643
3279,539989,"2010-12-23 16:16:00",1256
3280,539989,"2010-12-23 16:16:00",1051
3281,539989,"2010-12-23 16:16:00",915
3282,539989,"2010-12-23 16:16:00",225
3283,539989,"2010-12-23 16:16:00",33
3284,539990,"2010-12-23 16:31:00",1256
3285,539990,"2010-12-23 16:31:00",1051
3286,539990,"2010-12-23 16:31:00",915
3287,539990,"2010-12-23 16:31:00",225
3288,539990,"2010-12-23 16:31:00",33
3289,539991,"2010-12-23 16:49:00",1256
3290,539991,"2010-12-23 16:49:00",1051
3291,539991,"2010-12-23 16:49:00",915
3292,539991,"2010-12-23 16:49:00",225
3293,539991,"2010-12-23 16:49:00",33
3294,539992,"2010-12-23 17:41:00",1256
3295,539992,"2010-12-23 17:41:00",1051
3296,539992,"2010-12-23 17:41:00",915
3297,539992,"2010-12-23 17:41:00",225
3298,539992,"2010-12-23 17:41:00",33
3299,539993,"2011-01-04 10:00:00",953
3300,539994,"2011-01-04 10:09:00",1256
3301,539994,"2011-01-04 10:09:00",1051
3302,539994,"2011-01-04 10:09:00",915
3303,539994,"2011-01-04 10:09:00",225
3304,539994,"2011-01-04 10:09:00",33
3305,539995,"2011-01-04 10:12:00",1256
3306,539995,"2011-01-04 10:12:00",1051
3307,539995,"2011-01-04 10:12:00",915
3308,539995,"2011-01-04 10:12:00",225
3309,539995,"2011-01-04 10:12:00",33
3310,539996,"2011-01-04 10:12:00",1256
3311,539996,"2011-01-04 10:12:00",1051
3312,539996,"2011-01-04 10:12:00",915
3313,539996,"2011-01-04 10:12:00",225
3314,539996,"2011-01-04 10:12:00",33
3315,539997,"2011-01-04 10:15:00",1256
3316,539997,"2011-01-04 10:15:00",1051
3317,539997,"2011-01-04 10:15:00",915
3318,539997,"2011-01-04 10:15:00",225
3319,539997,"2011-01-04 10:15:00",33
3320,539998,"2011-01-04 10:16:00",1256
3321,539998,"2011-01-04 10:16:00",1051
3322,539998,"2011-01-04 10:16:00",915
3323,539998,"2011-01-04 10:16:00",225
3324,539998,"2011-01-04 10:16:00",33
3325,539999,"2011-01-04 10:16:00",1256
3326,539999,"2011-01-04 10:16:00",1051
3327,539999,"2011-01-04 10:16:00",915
3328,539999,"2011-01-04 10:16:00",225
3329,539999,"2011-01-04 10:16:00",33
3330,540000,"2011-01-04 10:17:00",1256
3331,540000,"2011-01-04 10:17:00",1051
3332,540000,"2011-01-04 10:17:00",915
3333,540000,"2011-01-04 10:17:00",225
3334,540000,"2011-01-04 10:17:00",33
3335,540001,"2011-01-04 10:22:00",925
3336,540002,"2011-01-04 10:23:00",638
3337,540003,"2011-01-04 10:37:00",954
3338,540004,"2011-01-04 10:37:00",339
3339,540005,"2011-01-04 10:38:00",888
3340,C540006,"2011-01-04 10:48:00",95
3341,C540007,"2011-01-04 11:08:00",844
3342,540008,"2011-01-04 11:10:00",1256
3343,540008,"2011-01-04 11:10:00",1051
3344,540008,"2011-01-04 11:10:00",915
3345,540008,"2011-01-04 11:10:00",225
3346,540008,"2011-01-04 11:10:00",33
3347,540009,"2011-01-04 11:10:00",1256
3348,540009,"2011-01-04 11:10:00",1051
3349,540009,"2011-01-04 11:10:00",915
3350,540009,"2011-01-04 11:10:00",225
3351,540009,"2011-01-04 11:10:00",33
3352,540010,"2011-01-04 11:13:00",1256
3353,540010,"2011-01-04 11:13:00",1051
3354,540010,"2011-01-04 11:13:00",915
3355,540010,"2011-01-04 11:13:00",225
3356,540010,"2011-01-04 11:13:00",33
3357,540011,"2011-01-04 11:13:00",1256
3358,540011,"2011-01-04 11:13:00",1051
3359,540011,"2011-01-04 11:13:00",915
3360,540011,"2011-01-04 11:13:00",225
3361,540011,"2011-01-04 11:13:00",33
3362,540012,"2011-01-04 11:14:00",1256
3363,540012,"2011-01-04 11:14:00",1051
3364,540012,"2011-01-04 11:14:00",915
3365,540012,"2011-01-04 11:14:00",225
3366,540012,"2011-01-04 11:14:00",33
3367,540013,"2011-01-04 11:30:00",588
3368,540014,"2011-01-04 11:34:00",95
3369,540015,"2011-01-04 11:40:00",419
3370,540016,"2011-01-04 11:42:00",955
3371,540017,"2011-01-04 11:48:00",404
3372,540018,"2011-01-04 12:07:00",1256
3373,540018,"2011-01-04 12:07:00",1051
3374,540018,"2011-01-04 12:07:00",915
3375,540018,"2011-01-04 12:07:00",225
3376,540018,"2011-01-04 12:07:00",33
3377,540019,"2011-01-04 12:18:00",956
3378,540020,"2011-01-04 12:45:00",957
3379,540021,"2011-01-04 12:51:00",71
3380,540022,"2011-01-04 12:57:00",680
3381,540023,"2011-01-04 12:58:00",345
3382,540024,"2011-01-04 13:03:00",345
3383,540025,"2011-01-04 13:22:00",330
3384,540026,"2011-01-04 13:25:00",1256
3385,540026,"2011-01-04 13:25:00",1051
3386,540026,"2011-01-04 13:25:00",915
3387,540026,"2011-01-04 13:25:00",225
3388,540026,"2011-01-04 13:25:00",33
3389,540027,"2011-01-04 13:30:00",231
3390,540028,"2011-01-04 13:38:00",143
3391,540029,"2011-01-04 13:47:00",14
3392,C540030,"2011-01-04 13:47:00",14
3393,540031,"2011-01-04 13:50:00",481
3394,540032,"2011-01-04 13:50:00",958
3395,540033,"2011-01-04 14:12:00",959
3396,540040,"2011-01-04 14:20:00",960
3397,540043,"2011-01-04 14:21:00",961
3398,C540057,"2011-01-04 14:29:00",960
3399,540059,"2011-01-04 14:33:00",962
3400,540060,"2011-01-04 14:40:00",963
3401,540073,"2011-01-04 14:47:00",274
3402,540093,"2011-01-04 15:24:00",253
3403,540094,"2011-01-04 15:33:00",964
3404,540095,"2011-01-04 15:40:00",965
3405,540096,"2011-01-04 15:43:00",966
3406,C540097,"2011-01-04 15:46:00",244
3407,540098,"2011-01-04 15:50:00",269
3408,540099,"2011-01-04 16:41:00",297
3409,540100,"2011-01-04 16:53:00",1256
3410,540100,"2011-01-04 16:53:00",1051
3411,540100,"2011-01-04 16:53:00",915
3412,540100,"2011-01-04 16:53:00",225
3413,540100,"2011-01-04 16:53:00",33
3414,C540109,"2011-01-04 17:12:00",967
3415,C540112,"2011-01-04 17:14:00",484
3416,540113,"2011-01-05 09:11:00",483
3417,540114,"2011-01-05 09:44:00",425
3418,540115,"2011-01-05 09:51:00",97
3419,540116,"2011-01-05 09:54:00",1256
3420,540116,"2011-01-05 09:54:00",1051
3421,540116,"2011-01-05 09:54:00",915
3422,540116,"2011-01-05 09:54:00",225
3423,540116,"2011-01-05 09:54:00",33
3424,C540117,"2011-01-05 09:55:00",1256
3425,C540117,"2011-01-05 09:55:00",1051
3426,C540117,"2011-01-05 09:55:00",915
3427,C540117,"2011-01-05 09:55:00",225
3428,C540117,"2011-01-05 09:55:00",33
3429,C540118,"2011-01-05 09:57:00",1256
3430,C540118,"2011-01-05 09:57:00",1051
3431,C540118,"2011-01-05 09:57:00",915
3432,C540118,"2011-01-05 09:57:00",225
3433,C540118,"2011-01-05 09:57:00",33
3434,540119,"2011-01-05 10:07:00",1256
3435,540119,"2011-01-05 10:07:00",1051
3436,540119,"2011-01-05 10:07:00",915
3437,540119,"2011-01-05 10:07:00",225
3438,540119,"2011-01-05 10:07:00",33
3439,540120,"2011-01-05 10:08:00",432
3440,540121,"2011-01-05 10:35:00",772
3441,540122,"2011-01-05 10:39:00",39
3442,540126,"2011-01-05 10:45:00",190
3443,540130,"2011-01-05 10:46:00",190
3444,C540129,"2011-01-05 10:46:00",968
3445,C540142,"2011-01-05 10:50:00",884
3446,540146,"2011-01-05 10:51:00",429
3447,540148,"2011-01-05 10:58:00",349
3448,540149,"2011-01-05 11:00:00",77
3449,540150,"2011-01-05 11:04:00",1256
3450,540150,"2011-01-05 11:04:00",1051
3451,540150,"2011-01-05 11:04:00",915
3452,540150,"2011-01-05 11:04:00",225
3453,540150,"2011-01-05 11:04:00",33
3454,C540151,"2011-01-05 11:13:00",559
3455,C540152,"2011-01-05 11:21:00",254
3456,540153,"2011-01-05 11:25:00",969
3457,540154,"2011-01-05 11:30:00",1256
3458,540154,"2011-01-05 11:30:00",1051
3459,540154,"2011-01-05 11:30:00",915
3460,540154,"2011-01-05 11:30:00",225
3461,540154,"2011-01-05 11:30:00",33
3462,C540155,"2011-01-05 11:31:00",1256
3463,C540155,"2011-01-05 11:31:00",1051
3464,C540155,"2011-01-05 11:31:00",915
3465,C540155,"2011-01-05 11:31:00",225
3466,C540155,"2011-01-05 11:31:00",33
3467,C540156,"2011-01-05 11:36:00",554
3468,540157,"2011-01-05 11:41:00",9
3469,C540158,"2011-01-05 11:42:00",115
3470,540159,"2011-01-05 11:47:00",970
3471,540160,"2011-01-05 11:50:00",249
3472,540161,"2011-01-05 11:52:00",354
3473,540162,"2011-01-05 11:52:00",261
3474,540163,"2011-01-05 11:52:00",261
3475,C540164,"2011-01-05 12:02:00",69
3476,C540165,"2011-01-05 12:05:00",267
3477,540166,"2011-01-05 12:09:00",971
3478,540167,"2011-01-05 12:13:00",972
3479,540168,"2011-01-05 12:15:00",103
3480,540169,"2011-01-05 12:20:00",10
3481,540170,"2011-01-05 12:21:00",22
3482,C540171,"2011-01-05 12:26:00",10
3483,540172,"2011-01-05 12:29:00",267
3484,540173,"2011-01-05 12:32:00",973
3485,540174,"2011-01-05 12:35:00",281
3486,540175,"2011-01-05 12:37:00",974
3487,540176,"2011-01-05 12:40:00",17
3488,540178,"2011-01-05 12:42:00",410
3489,C540177,"2011-01-05 12:42:00",850
3490,540179,"2011-01-05 12:54:00",262
3491,540180,"2011-01-05 13:05:00",376
3492,540181,"2011-01-05 13:09:00",475
3493,540182,"2011-01-05 13:29:00",442
3494,540183,"2011-01-05 13:37:00",201
3495,540184,"2011-01-05 13:40:00",975
3496,540185,"2011-01-05 13:40:00",976
3497,540185,"2011-01-05 13:41:00",976
3498,540186,"2011-01-05 13:49:00",1256
3499,540186,"2011-01-05 13:49:00",1051
3500,540186,"2011-01-05 13:49:00",915
3501,540186,"2011-01-05 13:49:00",225
3502,540186,"2011-01-05 13:49:00",33
3503,540187,"2011-01-05 13:53:00",549
3504,540188,"2011-01-05 13:57:00",977
3505,540227,"2011-01-05 14:38:00",1256
3506,540227,"2011-01-05 14:38:00",1051
3507,540227,"2011-01-05 14:38:00",915
3508,540227,"2011-01-05 14:38:00",225
3509,540227,"2011-01-05 14:38:00",33
3510,540238,"2011-01-05 14:44:00",1256
3511,540238,"2011-01-05 14:44:00",1051
3512,540238,"2011-01-05 14:44:00",915
3513,540238,"2011-01-05 14:44:00",225
